session_duration	wild_mouse_duration	pct_scroll_move	screen_width	product_ean	pct_doubleclick	browser_name	user_id	pct_mouse_click	pct_mouse_move	pct_wild_mouse	pct_click_product_info	mouse_move_total_rel_distance	scroll_move_total_rel_distance	page_activity_duration	session_start	session_id	screen_height	pct_input	pct_scrandom	pct_rage_click	ack	pct_scroll_move_duration	pct_click	total_load_time
83.69508	10.55608	61.55316	1024	4198598667319	10.90886	other	2426	10.97723	11.69360	35.66188	62.14619	12.21594	9.62065	10.03314	2018-10-01 19:56:09	176603	600	3.63806	27.58353	23.08257	0.00000	11.46689	10.25120	2.18015
72.29624	9.13296	57.49141	lower	4428481441574	10.58332	opera	1484	10.12159	12.06078	59.38005	42.25792	10.84518	9.66432	8.53098	2021-04-13 13:29:04	760057	800	0.86570	43.72115	48.22945	1.00000	9.14709	8.68730	7.63106
149.05841	8.81689	45.84862	1366	7127903856466	12.13499	edge	1860	9.95862	11.40872	63.48664	26.16573	9.89359	7.81356	8.16153	2021-05-09 06:40:58	526152	768	0.65149	31.96428	44.07427	1.00000	7.77592	7.70842	4.89454
87.94151	9.79667	65.88115	1920	5821335733273	10.80431	safari	82	8.93099	11.69266	50.42441	29.29293	11.51055	8.54728	8.30325	2021-11-10 05:11:28	1348104	768	1.65378	25.36574	54.90084	1.00000	8.45133	7.52771	9.91553
216.33918	8.51762	30.36682	1280	1562902154735	10.83590	mobile	712	10.33820	10.66127	43.67501	39.95612	12.41106	7.25408	7.70820	2022-01-22 18:08:59	421177	1080	0.46051	43.24219	18.57953	1.00000	6.60117	5.35622	12.14002
149.89189	9.63866	47.45807	800	2203237306060	10.91516	firefox	354	10.42620	10.72104	23.46958	63.83226	12.47403	6.69027	6.99227	2022-05-22 16:28:11	637109	1024	1.44604	61.79038	38.75601	1.00000	5.08142	4.00988	3.37791
101.55243	11.10526	64.09427	1366	1349694190178	12.37890	edge	1179	10.58662	13.93467	46.27470	60.52010	10.84179	8.91215	9.53926	2021-12-17 19:46:57	866806	768	6.27849	56.49066	54.03419	1.00000	10.10413	10.32794	4.68170
169.53616	11.36173	51.63026	lower	8341968444379	10.31441	mobile	152	9.81145	10.13888	67.45413	60.28132	7.71529	7.58086	13.05459	2020-04-01 08:28:58	743975	768	8.06109	26.13569	43.57725	0.00000	8.31425	12.07775	1.03286
166.84887	8.81612	38.26816	1024	6660460725505	6.29834	chrome	2064	10.77713	12.08340	68.11021	72.05209	7.20950	6.70517	10.86707	2020-03-02 03:50:41	152269	1080	0.68287	42.89841	57.25017	0.00000	12.79907	10.68225	3.73857
163.98829	10.57857	44.88384	1280	2172708162446	9.36078	edge	902	10.11422	12.94547	56.49052	49.60783	9.82141	9.05197	11.11103	2019-06-06 05:07:58	1104414	768	3.64747	53.52998	45.69971	0.00000	13.93084	12.35766	3.26143
132.80875	9.66801	53.14805	1920	8935090760317	7.15877	chrome	1371	10.06788	11.91862	35.23644	31.67532	6.13733	6.75981	12.88230	2022-10-09 03:26:23	1252799	1024	1.45655	60.36509	52.78910	0.00000	9.56997	12.00229	2.01275
179.01375	9.15643	41.48168	1920	2617510881043	9.26342	chrome	1425	9.69786	11.97454	47.36715	53.01924	9.91476	9.47663	11.64503	2023-08-15 08:02:59	1108345	768	0.91970	36.68381	36.21869	1.00000	10.30269	11.63812	6.01079
58.70966	9.17747	66.97570	1280	2357202775792	11.66804	chrome	168	9.77263	11.36775	48.78110	75.20717	12.67831	7.97182	7.53197	2022-05-21 21:24:42	1478049	higher	0.89975	63.20237	54.20726	1.00000	8.14821	6.26458	1.60465
183.94604	10.13613	49.70642	800	0494570840133	11.03987	safari	1131	10.29387	11.03589	38.53426	39.33160	10.67046	7.97975	9.31354	2020-01-08 05:21:21	1208497	lower	2.39996	45.47602	58.84546	1.00000	7.91131	8.21096	2.30015
132.05707	9.46027	34.64947	higher	3972507432653	11.82032	edge	212	9.23046	11.73687	40.35817	54.36006	12.80921	7.36770	11.60114	2022-05-21 07:20:27	482845	768	1.17571	56.84558	42.96210	1.00000	12.48337	10.95670	2.01749
61.85083	10.26549	45.36601	1024	6950574329325	12.07784	edge	910	11.09221	9.30390	41.42148	37.40049	12.43238	8.34030	11.69459	2021-08-07 11:49:05	759850	lower	2.63144	38.54813	52.99628	1.00000	11.90593	11.05262	2.98776
152.48050	11.83382	59.47971	1024	4296946275503	12.29483	opera	1923	10.62303	10.11169	49.32987	41.64773	7.72059	7.69084	7.96908	2023-06-21 06:03:16	773646	1080	13.08931	38.38327	48.06488	0.00000	7.83159	8.05787	3.19780
137.67310	11.10118	61.08035	1280	0447067849669	9.01275	opera	1743	12.20685	11.27481	39.22700	69.97556	8.69101	9.67500	11.89036	2020-11-12 02:35:39	258579	768	6.29516	45.78295	60.96743	1.00000	9.50537	11.91970	0.91385
139.04076	9.53726	55.05449	800	7125046933143	11.65760	edge	223	9.58088	11.75399	52.88290	26.74029	11.22129	9.11052	8.44676	2018-11-21 07:15:16	535520	800	1.32214	51.06311	38.80699	1.00000	8.26199	8.17766	3.77730
140.93370	9.43913	66.87628	1024	1418391601338	12.98523	firefox	1933	10.14375	11.10925	33.90795	47.78534	12.29769	8.36775	10.32511	2020-01-05 03:24:20	1252470	higher	1.21456	52.10461	39.70961	1.00000	11.16686	10.24708	3.10285
142.41500	9.24978	53.15112	1280	7180961399603	9.23401	chrome	890	8.78111	11.52615	41.01681	41.74528	6.25046	5.81719	13.52512	2018-12-19 18:04:15	391949	1080	1.03488	31.40302	34.53882	0.00000	10.02305	12.70411	1.43145
153.55960	10.31430	55.65688	1920	5015728635002	12.81839	other	1912	9.79523	8.26823	59.06662	79.76334	12.77324	10.92432	9.50756	2021-03-29 13:43:50	655630	800	2.77725	41.61035	60.89271	1.00000	9.09684	9.31960	1.77702
101.38154	11.65551	51.28909	1920	1796195050850	10.51452	chrome	2050		13.24637	48.63070	28.85417	12.00452	7.10854	12.50084	2023-07-13 18:57:44	785686	600	10.96025	49.60430	21.79252	1.00000	12.92572	11.97318	4.09741
156.07177	8.93778	53.47343	1366	7535148351439	11.03958	firefox	2464	9.01878	11.74340	51.77936	37.71390	12.29199	6.20497	13.23680	2021-08-14 05:20:49	523046	1080	0.73737	53.46950	39.86900	1.00000	13.55608	12.16959	0.57824
38.92316	10.86479	67.01768	1366	0444896538344	9.71361	edge	1460	9.05727	10.59245	50.81261	49.74102	6.93695	8.95910	7.98824	2019-01-01 02:13:24	485210	lower	4.98523	21.82477	67.76863	0.00000	8.41956	8.52260	3.18200
203.66560	10.60800	40.30498	1920	6981601291476	10.88614	mobile	649	10.35344	12.33556	56.98397	32.32308	11.18798	8.50827	11.07470	2019-05-26 22:28:32	1101119	768	3.86392	69.15365	56.80196	1.00000	11.26933	11.05560	1.69702
146.57868	10.39668	16.13654	800	6886243402856	12.97290	chrome	1957	9.43359	11.26847	59.32767	31.01556	12.53273	7.36042	11.43407	2020-08-29 19:26:30	1100009	768	3.07563	28.64616	57.66073	1.00000	11.40382	10.77590	2.49261
136.24538	9.95977	52.33785	1024	6946074069472	10.69435	edge	601	9.46694	11.46782	51.34047	28.81376	9.93812	7.79002	8.14655	2023-06-24 21:13:18	1328172	1080	2.02139	49.44927	46.66652	0.00000	8.33517	7.48476	5.88760
178.84973	8.70458	62.76123	1024	5962198330244	10.10236	edge	1445	10.07260	12.32877	40.92213	67.95496	10.11250	7.60159	12.54465	2020-03-22 15:46:15	219342	higher	0.52035	26.53647	59.45885	0.00000	13.08769	12.66373	2.35063
113.19471	10.06663	67.78964	1920	3864248093760	12.15166	edge	7	8.82379	10.63853	50.22812	30.19517	8.19778	7.87478	8.95378	2021-12-31 21:52:31	1298598	1080	2.13754	66.73046	38.59377	0.00000	7.72146	8.85626	2.75501
174.41732	8.92282	41.65978	1920	7037408671603	10.86030	safari	1037	9.56110	10.96206	44.51047	59.96307	13.29836	7.24654	7.06568	2019-10-25 23:00:14	490293	lower	0.55400	36.35636	27.10923	1.00000	7.28731	4.76584	3.44275
156.46175	9.20278	36.90079	1280	6404402910938	12.06072	safari	265	10.34428	10.23617	50.95541	30.61190	10.14265	7.19368	9.80074	2018-11-01 07:43:39	980071	higher	0.85768	11.46704	37.89860	1.00000	9.24421	9.00043	5.84865
159.43339	9.33738	41.83790	800	9438385131544	9.63585	edge	368	9.30769	13.03791	38.87093	38.70801	9.53124	9.56082	11.93852	2023-02-20 10:47:51	1382291	800	1.06306	51.02939	46.67411	0.00000	9.84954	12.20800	1.99361
182.93933	9.03655	46.41682	800	0771487500986	12.78895	edge	1834	11.94817	11.13886	50.57766	40.15583	9.60046	7.16870	8.80649	2018-11-09 14:25:06	1204305	800	0.79719	42.51101	47.33343	1.00000	8.05604	8.28718	1.79773
199.14562	10.50364	36.35242	1280	5784673862060	11.27874	safari	882	8.99422	11.58838	69.11346	45.73641	10.24874	9.12751	9.05723	2023-06-28 08:35:03	1122589	1024	3.37608	22.41985	24.24445	1.00000	7.96431	8.82910	1.51922
92.56977	10.04813	54.00052	1280	5090534533148	12.07411	chrome	1289	8.48678	9.87153	41.72885	39.93920	12.54737	10.26842	9.40525	2020-10-02 19:59:09	1375743	768	2.12641	60.72494	44.81233	1.00000	10.41350	9.52405	6.69637
127.80748	9.28871	31.16215	1280	3882709197826	12.96894	edge	1424	9.33667	13.01176	61.35537	41.36522	12.23193	10.70445	8.36227	2023-06-16 07:41:19	848359	600	0.99624	24.62264	18.36784	1.00000	10.70024	9.80952	3.07544
53.31352	10.09258	51.93318	1920	2011784462555	11.84618	edge	37	10.32577	10.68088	53.53128	40.45072	11.26573	8.86692	11.59224	2020-04-02 03:45:02	23347	1080	2.24108	57.56745	48.27787	0.00000	11.78339	11.75221	0.22015
34.86487	9.27465	63.19784	800	4775104178936	11.05282	firefox	2220	9.63025	10.80975	70.72415	33.83432	14.83615	5.76771	6.15608	2019-03-03 10:04:17	154542	1024	0.98701	66.08537	60.37500	1.00000	9.23100	3.41346	1.11777
190.49338	8.70805	71.55384	1280	7242446039593	12.20396	firefox	2315	10.30804	11.22206	43.56318	75.96085	9.86626	8.77552	9.51629	2021-11-23 18:12:56	840115	768	0.52451	38.09429	56.00424	1.00000	8.30098	9.47956	3.66947
-23.40247	6.63437	57.99135	1920	0936185293749	11.35627	chrome	1652	9.68930	12.33924	62.71083	66.33977	11.09337	6.90457	12.60581	2019-08-10 14:32:50	1145829	lower	0.00000	35.18033	53.39087	1.00000	12.18679	12.10642	2.15684
262.42262	9.49993	38.98317	1280	7091777018919	10.73327	chrome	998	9.60378	10.61867	62.21285	41.43658	13.54681	6.50287	7.00959	2020-04-20 09:22:10	944184	1080	1.23819	41.45327	53.12194	1.00000	7.46793	4.25823	2.96064
176.59194	10.24879	39.82204	lower	6094051895993	11.15259	safari	781	10.45541	11.11680	69.24244	33.34245	10.96747	6.92002	8.49638	2023-04-06 20:07:36	1270269	lower	2.53696	28.68978	57.59344	1.00000	8.22995	7.06407	3.15094
80.14681	9.57324	55.85260	lower	2163586459377	10.66352	edge	319	8.95971	11.96515	35.18808	49.99440	10.94749	9.85358	9.90610	2023-09-12 11:11:33	351984	600	1.39880	40.42050	34.59737	1.00000	11.26349	10.60355	20.08188
113.10839	10.14599	54.48462	higher	7057432626073	10.53786	edge	1622	10.52845	11.08888	47.63144	49.94553	4.13072	10.09034	7.11040	2022-07-25 13:57:41	1345822	768	2.32073	31.37908	55.90956	0.00000	9.00592	9.72169	2.96362
49.63815	10.73031	58.65996	1920	0772269888988	8.42191	edge	852	10.00838	11.96936	31.52292	50.45925	9.17247	9.34629	12.17551	2018-10-10 05:17:55	86217	600	4.22024	19.95086	60.48670	1.00000	10.14308	12.02742	3.37404
8.86385	9.34951	65.18190	1366	3846000343054	10.01077	mobile	2002	9.50806	10.85554	40.49139	52.39029	11.49897	9.91184	10.86572	2019-09-22 18:14:46	862930	1024	0.93966	36.05074	50.81685	1.00000	10.58357	10.69201	4.06414
170.11909	8.98471	48.14995	800	2956103287603	10.02329	edge	1924	10.17299	11.26906	50.52004	52.24645	12.10038	9.37825	7.87524	2019-01-02 16:50:47	255684	higher	0.74841	65.40346	31.73487	1.00000	6.65304	6.48342	2.62817
207.91628	10.15996	68.28124	1920	3402337661126	9.40454	chrome	1409	8.84413	12.42270	49.76140	62.18418	13.25722	8.61788	6.70617	2019-11-19 20:07:16	709707	800	2.41331	49.78262	27.70059	1.00000	7.41168	5.01335	5.79247
96.13537	9.72590	61.24222	1024	9159826237471	11.59188	firefox	870	8.43608	11.60554	42.52739	36.26491	10.92727	8.71785	7.96431	2018-10-10 22:22:27	16369	768	1.53947	39.42455	67.98747	1.00000	7.23746	7.31546	7.11310
87.93636	9.16730	66.06956	1920	1530752328743	11.61556	safari	1337	9.60280	12.03003	56.18342	82.72826	10.92104	10.33226	10.25518	2023-07-19 17:57:30	1487975	800	0.87850	54.14287	52.10450	0.00000	9.91619	10.96490	6.26662
173.13628	11.38252	68.74001	1920	9661770796824	12.29904	safari	1012	8.49735	11.54744	42.56478	59.17053	12.56083	8.54810	10.19834	2021-01-23 17:06:55	332067	1024	8.25860	42.71375	65.54540	1.00000	12.00656	10.29439	4.51924
125.50017	7.73325	46.28191	1366	0710917602500	11.72460	edge	1147	8.88056	15.25840	65.51528	55.70319	6.92055	7.08880	6.43007	2020-03-13 11:16:14	1466096	1080	0.22869	69.65120	40.86506	0.00000	7.32083	7.34240	1.77397
123.73874	9.06984	45.40765	800	8675593584880	10.07491	chrome	2043	9.65539	12.39630	12.36178	66.24161	11.55088	9.23757	10.85848	2018-10-01 08:23:29	1259302	higher	0.80259	36.41376	50.34062	1.00000	11.45185	10.93127	2.86624
125.00638	10.91731	51.50056	1920	7384619070672	9.95660	mobile	721	7.90544	10.89477	35.15200	62.17934	11.91874	9.24019	8.72849	2020-02-20 01:38:20	824450	600	5.23232	58.39034	43.48881	1.00000	7.50166	7.40818	1.43059
143.65191	9.77486	62.96529	1920	0171487785510	10.07919	chrome	1958	10.47708	10.68421	63.45547	33.50219	6.42836	4.46477	4.46470	2021-04-24 17:45:47	355395	lower	1.66486	20.12024	63.81573	0.00000	5.90909	2.92483	4.44028
2.85113	9.33819	53.89467	1280	3617930678352	11.50409	chrome	778	10.49087	12.98554	59.30298	50.09585	7.40597	9.07098	8.07727	2022-02-02 12:38:50	1436428	600	1.08548	70.78798	44.47633	0.00000	8.66520	9.45969	2.97525
144.73523	7.87882	54.99516	800	3262222942163	11.11474	opera	1702	9.66261	12.01447	40.27540	53.83603	12.50753	7.41545	6.47806	2022-01-15 14:08:02	956144	800	0.29102	50.93776	52.48993	1.00000	7.37532	4.88608	4.09897
136.04705	9.95524	52.09995	1366	3047440239277	9.85884	chrome	2498	7.97150	12.34963	60.65127	61.17142	3.79307	9.47638	7.28946	2023-01-01 08:33:17	667691	800	2.00261	27.00037	53.83756	1.00000	8.12580	9.49096	5.68163
31.29410	10.64072	56.61618	1024	0340308765950	7.39124	chrome	736	9.40822	13.03411	62.25545	58.92949	8.75861	8.61908	11.32188	2019-05-14 03:21:44	218521	768	3.89551	55.36857	33.89164	0.00000	13.79433	12.17589	1.07613
226.82989	8.21900	49.90402	1366	5950211664476	11.52591	edge	37	9.30752	8.20904	63.52750	34.93464	5.63399	9.79289	9.20024	2020-07-16 04:41:35	1123220	800	0.31826	33.91547	50.62384	0.00000	8.54247	10.47746	0.97106
99.05963	10.53162	47.70318	800	9099738164727	6.58313	edge	2333	10.01327	12.64344	45.34605	60.66708	8.06303	9.61232	10.79638	2020-11-05 05:29:02	473291	768	3.53268	36.31097	41.04532	0.00000	9.07660	10.64097	2.49532
126.92501	8.38751	71.23789	800	4024526343409	10.97512	edge	1617	11.48822	11.23240	53.68197	53.82441	7.83349	6.44621	6.21445	2023-05-06 18:33:23	121239	lower	0.42361	58.25628	45.06348	0.00000	7.33412	5.63643	1.31397
230.20200	10.29799	55.90967	1024	0680045091234	12.83574	opera	1129	8.68895	12.71979	45.45057	63.63486	8.04256	9.72708	8.81304	2020-05-19 03:58:13	407739	800	2.80232	43.80656	49.49833	0.00000	9.19471	10.63916	8.35601
121.18099	9.83409	54.82654	1366	9703266744565	10.83207	chrome	2292	10.38633	11.82623	28.82269	33.51891	13.57455	8.05886	6.73634	2023-03-24 04:29:14	1020629	lower	1.68228	37.51038	52.74998	1.00000	9.43382	5.57611	2.85528
75.04720	10.50072	45.86464	1280	9729681120913	10.18707	safari	377	8.78678	11.45943	49.38783	57.80144	8.58830	8.13156	7.65477	2021-06-27 06:40:31	192434	1080	3.47714	45.96212	32.69827	0.00000	8.33719	7.54373	1.54828
140.95108	9.77495	40.58104	higher	9322206867418	10.05355	mobile	383	9.68571	11.35005	62.38290	61.87726	6.74063	9.95489	8.72090	2023-05-03 03:12:46	738910	768	1.59849	57.77497	61.75800	0.00000	8.98064	10.07762	2.05586
239.62336	9.53434	34.68697	1366	5237222696765	10.11927	edge	1584	9.12061	10.75848	55.29261	28.73057	10.84575	9.68333	11.57208	2022-05-24 21:34:57	111472	lower	1.25343	43.48329	38.24720	1.00000	9.97133	11.24513	6.48723
157.08667	8.96626	18.87763	1366	1058337614406	11.30107	edge	273	9.12929	13.61330	47.38907	51.89589	12.47162	5.83189	6.80607	2022-08-29 11:23:55	272533	768	0.75733	55.59545	39.64147	0.00000	7.84807	4.95388	7.69976
53.18386	10.18782	38.15309	1280	1384272139507	10.12538	chrome	1761	8.63679	8.65884	85.09124	69.86044	7.12177	4.77475	5.37509	2020-06-02 16:30:24	220239	1024	2.55366	29.14067	54.75382	0.00000	6.18171	3.35077	6.54118
269.99478	10.71289	52.41874	800	3019367573642	11.55695	firefox	2476	8.29330	14.18055	47.46570	78.43987	10.79036	7.41803	7.73722	2022-12-31 04:44:30	58561	768	4.24750	71.33471	43.64941	0.00000	8.31568	7.37308	0.64554
25.45193	10.37669	48.86769	1920	3061510843355	11.11466	chrome	907	9.36032	10.91413	21.03521	42.48830	11.08067	8.74111	11.68432	2021-08-05 14:26:19	1090387	600	2.94412	54.62223	44.33129	1.00000	9.85261	11.08399	2.56811
138.65755	10.98820	54.75346	800	6980006520129	6.03817	firefox	752	9.50134	13.32902	58.01967	51.28524	7.19898	7.47947	11.89975	2021-10-17 21:08:13	881095	600	5.60233	38.87879	50.44671	0.00000	13.65203	12.35938	1.11709
214.17452	10.09297	59.77201	1366	1220483528283	11.21980	chrome	1780	9.93863	11.14182	46.34520	40.09226	9.56005	8.89003	9.52004	2020-04-11 16:21:17	301576	768	2.28459	30.65637	38.80055	1.00000	7.00934	8.96445	2.49216
168.09160	8.58025	55.12530	1366	6035119128097	11.16005	safari	481	10.48178	12.43403	72.32067	50.80519	11.43820	9.84760	7.72754	2020-12-12 11:39:01	575977	1080	0.50630	61.01906	36.97508	1.00000	6.87785	7.36851	5.73348
