,session_duration,wild_mouse_duration,pct_scroll_move,screen_width,product_ean,pct_doubleclick,browser_name,pct_mouse_click,pct_mouse_move,pct_wild_mouse,pct_click_product_info,mouse_move_total_rel_distance,scroll_move_total_rel_distance,page_activity_duration,session_start,screen_height,pct_input,pct_scrandom,pct_rage_click,ack,pct_scroll_move_duration,pct_click,total_load_time,registration
2869,84.8985,10.77693,46.86209,1366,959620439915,10.92465,3,8.8946,12.24943,38.16971,42.38052,13.04196,9.03363,7.89099,145225,768,4.48997,41.21545,44.10119,1.0,11.46151,7.94227,2.96369,20210801
5215,185.76925,10.17455,50.71193,800,9220901362934,9.62944,1,8.83324,11.44323,62.94335,34.20761,8.21517,8.7964,12.03207,102621,1024,2.51695,50.60646,50.43103,0.0,10.74897,12.3912,1.91418,20211118
1163,129.20858,10.51726,59.48424,1366,4948171590288,8.78333,1,10.47608,12.47221,54.57316,29.209,8.61811,7.2705,7.27196,13149,1024,3.46326,56.50581,56.94428,0.0,7.66006,6.41898,6.36035,20210625
1056,231.2721,8.58395,37.43071,1366,2775319858908,12.28005,5,9.23212,11.17794,48.3194,45.79488,9.75365,8.57209,9.49895,134931,1080,0.52515,34.17004,40.30166,1.0,7.89517,9.29516,2.73561,20190924
2478,164.66944,9.77318,44.74882,1,647114433623,10.59314,2,9.84399,12.21225,43.19125,39.5261,12.0854,9.2701,8.53817,193134,768,1.57885,50.62448,38.51146,1.0,10.32181,8.48922,2.15949,20150922
5532,112.64816,9.01544,69.6504,1280,821965110746,11.72858,3,10.24486,13.156,48.00016,50.46191,10.96941,6.14713,12.28883,43440,600,0.67198,64.2392,44.92654,1.0,13.15802,12.0808,1.77578,20200811
3720,167.69008,8.71909,47.1676,2,9032793703463,10.13571,3,8.73165,12.14854,41.77653,52.5672,12.62745,9.52306,7.78055,102637,600,0.65317,25.95969,40.8825,1.0,9.4695,7.36029,2.79178,20201103
3758,163.49004,9.30734,48.05425,1366,3658445464221,12.0013,2,9.85815,11.91118,51.88818,49.81858,13.22132,7.83709,10.92487,54442,800,1.05811,35.44814,57.85136,1.0,12.93785,10.66024,1.29965,20151011
10303,156.17531,11.0525,34.42743,1366,6049392868540,10.85724,5,10.48582,9.94646,58.35948,69.56656,10.85553,7.83809,12.30164,210538,1,5.88408,57.68363,51.18458,1.0,12.50767,11.88643,1.55994,20180919
911,186.5283,9.16916,56.19312,1366,7978004699762,13.04767,1,9.96517,11.72431,29.75587,42.89627,11.53885,6.93807,12.01496,104629,800,0.91304,46.58236,58.17267,1.0,10.09935,11.12232,3.20374,20140716
9692,181.46217,10.77412,65.48748,1280,4578907870164,13.05706,1,8.65626,11.2936,44.52329,58.98667,8.94267,9.85708,10.67653,220510,600,4.50522,34.32237,60.35167,0.0,8.88218,11.71019,7.22983,20190831
7950,88.88097,10.90771,40.13623,1024,1787416090724,12.10529,1,10.17768,11.88676,60.1039,61.90093,12.13286,6.41525,12.23353,40207,1080,5.15136,34.48374,38.79957,1.0,12.85676,11.52728,6.03155,20211221
4398,70.55906,9.32664,58.30927,1366,2315349034202,12.36725,4,10.49362,10.39583,45.70555,62.27827,11.4437,7.64602,8.4117,210033,800,1.04888,49.02593,40.18558,1.0,8.34166,7.37304,3.78214,20170307
892,99.55024,8.39764,36.17063,1920,810904736376,10.48436,2,9.57222,12.57814,51.70644,35.17779,9.94386,7.63247,11.94058,143804,600,0.40542,41.53051,53.22985,1.0,12.05206,12.02755,1.33459,20220825
2722,67.14052,11.01523,58.63192,1280,1292718192491,10.43194,3,10.42252,12.07489,59.65544,47.55391,12.93513,8.27072,6.95317,70154,768,5.71998,47.09065,56.84973,1.0,8.32815,5.67328,3.06427,20140508
8210,93.2899,8.96442,37.67459,1920,3205422574161,12.60523,1,9.75705,10.67679,42.29486,57.05873,9.39344,8.79536,9.12862,72045,768,0.72362,47.36368,39.6668,0.0,8.76297,9.46487,2.66562,20220423
8665,155.89316,10.12751,44.92589,1920,9161657391291,10.94488,2,10.31276,11.80844,36.2843,37.61034,12.10274,8.27686,7.70659,113156,800,2.30278,35.14649,28.12271,1.0,8.06738,6.6194,8.15374,20191219
9990,175.59769,9.17621,53.80466,1024,8944740728874,10.70135,5,8.18941,11.89682,46.32605,56.84174,10.41322,8.86383,8.44739,74754,1024,0.8964,38.84643,58.35535,1.0,7.41404,7.85654,3.48714,20201118
2325,203.01087,9.60591,42.30777,1280,1489430402865,11.57812,1,8.41244,11.21161,37.35251,41.89082,11.10392,7.98413,8.37192,160243,600,1.39148,36.18512,47.78666,0.0,7.42212,7.26157,1.69672,20150108
4872,76.56598,10.27739,68.62749,800,6784241885117,10.60001,5,10.51793,11.3949,36.81594,64.57623,12.14078,9.30346,8.02317,174733,768,2.62285,60.80645,32.78172,0.0,8.67831,7.37405,5.54299,20200105
9393,142.34298,8.95886,63.64248,1920,7644966926504,10.6017,5,10.38323,12.06356,56.17258,48.45967,12.73522,8.44259,7.30176,183200,800,0.69529,52.44247,29.73666,1.0,8.91113,6.34812,2.78759,20170522
10016,78.65866,10.26483,54.54181,800,2639218397909,12.32769,1,9.33128,9.54792,35.51512,46.22175,12.12786,8.72475,10.69961,160824,2,2.73366,52.30108,45.59915,1.0,11.71533,10.51415,1.44822,20190812
6480,224.78889,11.02687,58.09436,1366,5587622217184,10.98389,1,9.23904,11.82873,55.82571,55.63277,11.92611,8.73103,8.15887,41033,1080,5.76407,32.37568,39.65556,1.0,9.35182,7.69686,3.33473,20200808
1194,92.61013,11.08621,34.52783,1920,1243011722823,8.47519,2,9.05096,10.23711,43.41441,54.10251,8.47915,7.23645,12.877,174009,1080,6.24852,35.18166,36.67399,0.0,12.33598,12.31595,1.81299,20190110
2835,244.25715,10.4821,47.09943,1366,1915968339071,10.49281,1,11.06524,12.79935,61.01738,32.79298,11.69608,9.70374,7.74613,144146,2,3.32995,49.66098,43.219,1.0,7.42756,7.29802,0.94306,20160507
11045,120.85269,9.76337,47.62212,1920,3745467686110,11.39669,5,9.82898,12.57,59.51801,56.831,6.89371,8.97871,8.01198,102524,1024,1.67172,48.39725,45.23486,0.0,8.44074,9.36408,4.80613,20190909
2990,244.83312,9.73857,54.14831,800,4747645515235,12.40467,1,8.93734,10.38477,62.99695,64.59316,10.44549,9.87408,9.76523,142657,768,1.62553,59.82426,59.88288,0.0,9.75094,10.35061,0.88587,20220720
6659,109.07918,8.69951,38.45899,1024,3968094082425,10.63641,2,8.91578,10.78817,38.10556,54.55258,8.25968,9.60253,9.03614,135726,1024,0.45584,42.23338,48.50435,0.0,8.99532,9.7241,2.07431,20150911
7585,86.12655,10.13227,43.13371,1280,1510019215009,13.94755,3,10.36273,12.2105,46.06283,66.7619,6.63755,8.47019,8.36526,60243,600,2.30606,55.93497,62.35345,0.0,7.98467,9.9792,2.14316,20200606
6670,120.92739,9.42691,43.03379,1280,2172246547583,11.25522,2,10.87634,10.86403,59.49245,48.99805,11.77808,9.81636,10.75327,13617,1080,1.25647,53.38791,39.96115,1.0,9.69697,10.49829,3.72188,20210414
10799,235.66614,9.8439,44.34508,1366,4974078960237,12.52102,3,9.26102,13.24679,46.07092,71.1099,6.47821,8.35809,7.70593,41802,1024,1.7043,46.07658,46.83808,0.0,7.96143,9.22158,5.26979,20191212
8021,244.22186,10.02254,64.06752,1366,8419685564851,11.57015,1,9.76382,11.44952,45.09819,60.181,11.6356,6.1167,8.06086,105409,768,2.18845,30.54174,63.94368,1.0,7.57451,6.05416,2.24868,20200406
1201,123.53251,9.81673,65.73062,1920,8969526140091,13.66419,2,10.9077,11.01137,65.26146,52.03867,8.72677,7.62222,9.59999,83455,800,1.68412,38.72431,40.04292,1.0,7.27564,9.43904,4.44658,20160829
1584,168.54798,9.04899,38.8,1920,6215315683495,11.35548,5,10.27973,11.22428,55.75709,58.03121,12.25157,6.618,7.60477,13659,1080,0.84869,53.0292,51.50066,1.0,8.22089,5.77989,3.32998,20220307
4512,158.49508,9.58615,42.96651,800,8584256218812,10.9833,2,10.53023,11.4262,47.37371,34.01849,12.18954,7.88615,7.77251,212737,768,1.40537,42.31385,41.52956,1.0,8.07519,6.41399,1.232,20140814
5561,197.40327,9.28069,45.32572,1366,1112005864903,11.12909,4,11.34178,11.94653,50.57756,63.12548,10.37651,8.04508,8.73778,115929,1080,0.90849,33.05358,35.62907,1.0,7.06018,7.7598,1.5672,20160527
1835,83.92738,8.77364,48.11091,1,8205347963816,11.22491,2,9.16089,11.0865,49.01839,49.09739,12.51229,8.44926,7.8665,95701,600,0.61152,45.76235,61.97981,1.0,7.75353,6.53868,4.05005,20180606
7286,179.88602,9.86062,66.54358,1366,2607944934521,13.04782,1,10.29407,10.53671,38.64472,47.21469,13.18825,9.06985,9.55014,41618,800,1.82441,63.2144,49.85331,1.0,11.27585,9.53139,8.63092,20150401
5424,68.99359,9.8457,41.1243,1280,3310917312934,8.73168,5,11.26893,11.47968,44.90183,43.78816,9.02629,10.29421,11.22952,101710,1080,1.89819,44.56434,56.40457,0.0,9.71711,11.54054,2.62697,20140425
5368,89.76644,9.51559,58.68263,1,3532975015491,12.67578,1,10.59604,11.54287,64.44389,37.29587,11.30867,7.24894,7.33646,35333,1080,1.15878,39.74933,44.68183,1.0,6.79896,6.10546,2.0611,20200205
1074,141.17451,9.93332,43.16183,1920,3982188505379,12.20033,5,10.91529,11.46138,40.57677,36.02485,11.21986,7.09463,11.67037,23625,1080,1.94755,34.05705,48.61891,1.0,12.7034,11.55777,0.65374,20200924
10575,180.97084,9.56534,40.70064,1366,9149862621952,11.28655,4,8.28569,11.79378,55.67882,48.35137,9.14087,8.96452,9.86077,190539,800,1.35702,33.70708,38.02489,1.0,8.56181,10.06236,1.55381,20170214
